card_name,set,rarity,full_rarity,old_price,cur_price,print_run,full_set,set_rarity,pct_increase,performance
Ichneumon Druid,LEG,uncommon,U1,$4.00,3.0933333333333337,58000,Legends,LEG (U1),-22.666666666666746,Below S&P
Immolation,LEG,common,C1,$0.50,0.46,212000,Legends,LEG (C1),-7.9999999999999964,Below S&P
Imprison,LEG,rare,R,$10.00,NA,19500,Legends,LEG (R),NA,NA
In the Eye of Chaos,LEG,rare,R,$10.00,153.66,19500,Legends,LEG (R),1436.6,Below S&P
Indestructible Aura,LEG,common,C2,$0.63,0.5666666666666667,424000,Legends,LEG (C2),-10.052910052910002,Below S&P
Infernal Medusa,LEG,uncommon,U1,$5.00,5.6000000000000005,58000,Legends,LEG (U1),11.999999999999993,Below S&P
Infinite Authority,LEG,rare,R,$8.50,11.706666666666667,19500,Legends,LEG (R),37.72549019607883,Below S&P
Invoke Prejudice,LEG,rare,R,$10.00,NA,19500,Legends,LEG (R),NA,NA
Ivory Guardians,LEG,uncommon,U1,$4.00,1.3966666666666667,58000,Legends,LEG (U1),-65.08333333333324,Below S&P
Jacques le Vert,LEG,rare,R,$11.00,26.136666666666667,19500,Legends,LEG (R),137.60606060606088,Below S&P
Jasmine Boreal,LEG,uncommon,U1,$5.00,4.205,58000,Legends,LEG (U1),-15.899999999999997,Below S&P
Jedit Ojanen,LEG,uncommon,U1,$5.00,3.73,58000,Legends,LEG (U1),-25.4,Below S&P
Jerrard of the Closed Fist,LEG,uncommon,U1,$5.00,3.126666666666667,58000,Legends,LEG (U1),-37.4666666666666,Below S&P
Johan,LEG,rare,R,$12.00,16.71333333333333,19500,Legends,LEG (R),39.277777777777494,Below S&P
Jovial Evil,LEG,rare,R,$10.00,26.76,19500,Legends,LEG (R),167.60000000000002,Below S&P
Juxtapose,LEG,rare,R,$10.00,11.54,19500,Legends,LEG (R),15.399999999999991,Below S&P
Karakas,LEG,uncommon,U2,$3.50,38.11666666666667,116000,Legends,LEG (U2),989.0476190476202,Below S&P
Kasimir the Lone Wolf,LEG,uncommon,U1,$5.00,1.97,58000,Legends,LEG (U1),-60.60000000000001,Below S&P
Keepers of the Faith,LEG,common,C2,$0.75,0.31333333333333335,424000,Legends,LEG (C2),-58.222222222222264,Below S&P
Kei Takahashi,LEG,rare,R,$10.00,5.9350000000000005,19500,Legends,LEG (R),-40.650000000000006,Below S&P
Killer Bees,LEG,rare,R,$13.50,28.45,19500,Legends,LEG (R),110.74074074074073,Below S&P
Kismet,LEG,uncommon,U1,$5.00,9.19,58000,Legends,LEG (U1),83.79999999999998,Below S&P
Knowledge Vault,LEG,rare,R,$9.50,43.02333333333333,19500,Legends,LEG (R),352.87719298245577,Below S&P
Kobold Drill Sergeant,LEG,uncommon,U1,$5.00,9.316666666666666,58000,Legends,LEG (U1),86.3333333333334,Below S&P
Kobold Overlord,LEG,rare,R,$10.00,60.97333333333333,19500,Legends,LEG (R),509.73333333333295,Below S&P
Kobold Taskmaster,LEG,uncommon,U1,$5.00,4.046666666666667,58000,Legends,LEG (U1),-19.066666666666592,Below S&P
Kobolds of Kher Keep,LEG,common,C2,$0.75,2.2133333333333334,424000,Legends,LEG (C2),195.11111111111063,Below S&P
Kry Shield,LEG,uncommon,U1,$3.00,1.1566666666666667,58000,Legends,LEG (U1),-61.444444444444336,Below S&P
Lady Caleria,LEG,rare,R,$10.00,19.236666666666665,19500,Legends,LEG (R),92.366666666667,Below S&P
Lady Evangela,LEG,rare,R,$10.00,35.36,19500,Legends,LEG (R),253.6,Below S&P
Lady Orca,LEG,uncommon,U1,$5.00,1.9866666666666668,58000,Legends,LEG (U1),-60.2666666666666,Below S&P
Land Equilibrium,LEG,rare,R,$10.00,108.795,19500,Legends,LEG (R),987.95,Below S&P
Land Tax,LEG,uncommon,U1,$5.00,63.17,58000,Legends,LEG (U1),1163.4,Below S&P
Land's Edge,LEG,rare,R,$10.00,27.523333333333333,19500,Legends,LEG (R),175.233333333333,Below S&P
Lesser Werewolf,LEG,uncommon,U1,$5.00,3.9066666666666667,58000,Legends,LEG (U1),-21.866666666666603,Below S&P
Life Chisel,LEG,uncommon,U2,$4.00,2.013333333333333,116000,Legends,LEG (U2),-49.66666666666675,Below S&P
Life Matrix,LEG,rare,R,$10.00,19.293333333333333,19500,Legends,LEG (R),92.93333333333301,Below S&P
Lifeblood,LEG,rare,R,$9.00,19.78333333333333,19500,Legends,LEG (R),119.81481481481444,Below S&P
Living Plane,LEG,rare,R,$10.00,200.17666666666668,19500,Legends,LEG (R),1901.7666666666698,Below S&P
Livonya Silone,LEG,rare,R,$10.00,34.105,19500,Legends,LEG (R),241.04999999999998,Below S&P
Lord Magnus,LEG,uncommon,U1,$5.50,3.2,58000,Legends,LEG (U1),-41.81818181818181,Below S&P
Lost Soul,LEG,common,C2,$0.75,0.32999999999999996,424000,Legends,LEG (C2),-55.99999999999999,Below S&P
Mana Drain,LEG,uncommon,U1,$5.00,242.41,58000,Legends,LEG (U1),4748.2,Beat S&P
Mana Matrix,LEG,rare,R,$10.00,52.70333333333333,19500,Legends,LEG (R),427.03333333333296,Below S&P
Marble Priest,LEG,uncommon,U1,$4.00,1.34,58000,Legends,LEG (U1),-66.5,Below S&P
Marhault Elsdragon,LEG,uncommon,U1,$6.00,2.6033333333333335,58000,Legends,LEG (U1),-56.61111111111117,Below S&P
Master of the Hunt,LEG,rare,R,$15.00,30.894999999999996,19500,Legends,LEG (R),105.96666666666665,Below S&P
Mirror Universe,LEG,rare,R,$16.00,360.71000000000004,19500,Legends,LEG (R),2154.4375,Below S&P
Moat,LEG,rare,R,$12.00,1003.3733333333333,19500,Legends,LEG (R),8261.444444444418,Beat S&P
Mold Demon,LEG,rare,R,$9.00,15.076666666666666,19500,Legends,LEG (R),67.51851851851889,Below S&P
Moss Monster,LEG,common,C2,$0.50,0.32666666666666666,424000,Legends,LEG (C2),-34.6666666666666,Below S&P
Mountain Stronghold,LEG,uncommon,U1,$3.00,6.54,58000,Legends,LEG (U1),118,Below S&P
Mountain Yeti,LEG,uncommon,U1,$4.00,2.15,58000,Legends,LEG (U1),-46.25,Below S&P
Nebuchadnezzar,LEG,rare,R,$12.00,26.636666666666667,19500,Legends,LEG (R),121.97222222222248,Below S&P
Nether Void,LEG,rare,R,$9.00,544.255,19500,Legends,LEG (R),5947.277777777778,Beat S&P
Nicol Bolas,LEG,rare,R,$21.00,137.285,19500,Legends,LEG (R),553.7380952380953,Below S&P
North Star,LEG,rare,R,$11.00,18.36,19500,Legends,LEG (R),66.9090909090909,Below S&P
Nova Pentacle,LEG,rare,R,$9.25,25.993333333333332,19500,Legends,LEG (R),181.00900900900865,Below S&P
Osai Vultures,LEG,common,C1,$0.75,0.36666666666666664,212000,Legends,LEG (C1),-51.11111111111107,Below S&P
Palladia-Mors,LEG,rare,R,$20.00,29.71666666666667,19500,Legends,LEG (R),48.5833333333335,Below S&P
Part Water,LEG,uncommon,U1,$3.25,3.4433333333333334,58000,Legends,LEG (U1),5.9487179487178405,Below S&P
Pavel Maliki,LEG,uncommon,U1,$5.00,2,58000,Legends,LEG (U1),-60,Below S&P
Pendelhaven,LEG,uncommon,U2,$3.50,19.79,116000,Legends,LEG (U2),465.4285714285714,Below S&P
Petra Sphinx,LEG,rare,R,$10.00,8.276666666666667,19500,Legends,LEG (R),-17.23333333333329,Below S&P
Pit Scorpion,LEG,common,C2,$0.73,0.2833333333333333,424000,Legends,LEG (C2),-61.187214611872186,Below S&P
Pixie Queen,LEG,rare,R,$10.00,35.123333333333335,19500,Legends,LEG (R),251.23333333333298,Below S&P
Planar Gate,LEG,rare,R,$10.00,64.08,19500,Legends,LEG (R),540.8,Below S&P
Pradesh Gypsies,LEG,uncommon,U1,$3.50,NA,58000,Legends,LEG (U1),NA,NA
Presence of the Master,LEG,uncommon,U1,$4.50,10.143333333333333,58000,Legends,LEG (U1),125.40740740740668,Below S&P
Primordial Ooze,LEG,uncommon,U1,$4.00,1.8133333333333335,58000,Legends,LEG (U1),-54.66666666666675,Below S&P
Princess Lucrezia,LEG,uncommon,U1,$4.50,2.0133333333333336,58000,Legends,LEG (U1),-55.25925925925933,Below S&P
Psionic Entity,LEG,rare,R,$8.00,6.223333333333334,19500,Legends,LEG (R),-22.208333333333375,Below S&P
Psychic Purge,LEG,common,C1,$0.75,1.9500000000000002,212000,Legends,LEG (C1),160,Below S&P
Puppet Master,LEG,uncommon,U1,$4.00,1.17,58000,Legends,LEG (U1),-70.75,Below S&P
Pyrotechnics,LEG,common,C2,$0.75,0.36333333333333334,424000,Legends,LEG (C2),-51.5555555555556,Below S&P
Quagmire,LEG,uncommon,U1,$3.50,1.0766666666666667,58000,Legends,LEG (U1),-69.23809523809516,Below S&P
Quarum Trench Gnomes,LEG,rare,R,$9.50,12.033333333333333,19500,Legends,LEG (R),26.666666666666313,Below S&P
Rabid Wombat,LEG,uncommon,U1,$6.00,3.2533333333333334,58000,Legends,LEG (U1),-45.777777777777835,Below S&P
Radjan Spirit,LEG,uncommon,U1,$4.00,1.3666666666666667,58000,Legends,LEG (U1),-65.83333333333326,Below S&P
Raging Bull,LEG,common,C1,$0.75,0.5499999999999999,212000,Legends,LEG (C1),-26.66666666666666,Below S&P
Ragnar,LEG,rare,R,$10.00,30.693333333333335,19500,Legends,LEG (R),206.93333333333302,Below S&P
Ramirez DePietro,LEG,uncommon,U1,$4.50,3.67,58000,Legends,LEG (U1),-18.444444444444446,Below S&P
Ramses Overdark,LEG,rare,R,$12.00,33.325,19500,Legends,LEG (R),177.70833333333337,Below S&P
Rapid Fire,LEG,rare,R,$8.00,10.233333333333334,19500,Legends,LEG (R),27.916666666666256,Below S&P
Rasputin Dreamweaver,LEG,rare,R,$10.00,135.53333333333333,19500,Legends,LEG (R),1255.3333333333298,Below S&P
Rebirth,LEG,rare,R,$8.50,6.133333333333333,19500,Legends,LEG (R),-27.843137254901997,Below S&P
Recall,LEG,rare,R,$10.00,117.24666666666667,19500,Legends,LEG (R),1072.4666666666699,Below S&P
Red Mana Battery,LEG,uncommon,U1,$6.00,2.6033333333333335,58000,Legends,LEG (U1),-56.61111111111117,Below S&P
Reincarnation,LEG,uncommon,U1,$4.00,5.91,58000,Legends,LEG (U1),47.75,Below S&P
Relic Barrier,LEG,uncommon,U2,$4.00,9.215,116000,Legends,LEG (U2),130.375,Below S&P
Relic Bind,LEG,uncommon,U1,$3.75,1.29,58000,Legends,LEG (U1),-65.60000000000001,Below S&P
Remove Enchantments,LEG,common,C1,$0.63,1.5466666666666666,212000,Legends,LEG (C1),145.50264550264603,Below S&P
Remove Soul,LEG,common,C2,$0.50,0.5133333333333333,424000,Legends,LEG (C2),2.666666666666595,Below S&P
Reset,LEG,uncommon,U1,$4.00,24.33,58000,Legends,LEG (U1),508.24999999999994,Below S&P
Revelation,LEG,rare,R,$8.00,21.41,19500,Legends,LEG (R),167.625,Below S&P
Reverberation,LEG,rare,R,$10.00,22.203333333333333,19500,Legends,LEG (R),122.03333333333302,Below S&P
Righteous Avengers,LEG,uncommon,U1,$4.00,1.69,58000,Legends,LEG (U1),-57.75,Below S&P
Ring of Immortals,LEG,rare,R,$10.00,21.744999999999997,19500,Legends,LEG (R),117.45000000000002,Below S&P
Riven Turnbull,LEG,uncommon,U1,$5.00,2.8533333333333335,58000,Legends,LEG (U1),-42.9333333333334,Below S&P
Rohgahh of Kher Keep,LEG,rare,R,$12.00,35.83,19500,Legends,LEG (R),198.58333333333331,Below S&P
Rubinia Soulsinger,LEG,rare,R,$12.00,13.3,19500,Legends,LEG (R),10.83333333333334,Below S&P
Rust,LEG,common,C2,$0.50,0.42666666666666664,424000,Legends,LEG (C2),-14.666666666666595,Below S&P
Sea Kings' Blessing,LEG,uncommon,U1,$3.00,6.066666666666666,58000,Legends,LEG (U1),102.22222222222233,Below S&P
Seafarer's Quay,LEG,uncommon,U1,$3.00,5.876666666666667,58000,Legends,LEG (U1),95.88888888888899,Below S&P
Seeker,LEG,uncommon,U1,$4.00,1.65,58000,Legends,LEG (U1),-58.75,Below S&P
Segovian Leviathan,LEG,uncommon,U1,$4.00,1.9033333333333333,58000,Legends,LEG (U1),-52.41666666666676,Below S&P
Sentinel,LEG,rare,R,$9.00,9.59,19500,Legends,LEG (R),6.555555555555554,Below S&P
Serpent Generator,LEG,rare,R,$13.50,9.36,19500,Legends,LEG (R),-30.66666666666667,Below S&P
Shelkin Brownie,LEG,common,C1,$0.60,0.3733333333333333,212000,Legends,LEG (C1),-37.77777777777783,Below S&P
Shield Wall,LEG,uncommon,U1,$3.00,1.5833333333333335,58000,Legends,LEG (U1),-47.222222222222335,Below S&P
Shimian Night Stalker,LEG,uncommon,U1,$4.00,2.0300000000000002,58000,Legends,LEG (U1),-49.25000000000001,Below S&P
Silhouette,LEG,uncommon,U1,$3.00,2.3433333333333333,58000,Legends,LEG (U1),-21.888888888888992,Below S&P
Sir Shandlar of Eberyn,LEG,uncommon,U1,$5.00,2.08,58000,Legends,LEG (U1),-58.4,Below S&P
Sivitri Scarzam,LEG,uncommon,U1,$5.00,3.38,58000,Legends,LEG (U1),-32.4,Below S&P
Sol'kanar the Swamp King,LEG,rare,R,$15.00,40.196666666666665,19500,Legends,LEG (R),167.97777777777802,Below S&P
Spectral Cloak,LEG,uncommon,U1,$4.00,4.253333333333334,58000,Legends,LEG (U1),6.3333333333332575,Below S&P
Spinal Villain,LEG,rare,R,$12.00,44.66,19500,Legends,LEG (R),272.16666666666663,Below S&P
Spirit Link,LEG,uncommon,U1,$5.00,20.986666666666668,58000,Legends,LEG (U1),319.73333333333403,Below S&P
Spirit Shackle,LEG,common,C1,$0.88,0.39,212000,Legends,LEG (C1),-55.68181818181818,Below S&P
Spiritual Sanctuary,LEG,rare,R,$9.00,16.39333333333333,19500,Legends,LEG (R),82.14814814814777,Below S&P
Stangg,LEG,rare,R,$10.00,11.936666666666666,19500,Legends,LEG (R),19.366666666666994,Below S&P
Storm Seeker,LEG,uncommon,U1,$5.50,8.47,58000,Legends,LEG (U1),54.000000000000014,Below S&P
Storm World,LEG,rare,R,$9.00,36.20333333333333,19500,Legends,LEG (R),302.2592592592589,Below S&P
Subdue,LEG,common,C1,$0.50,0.36333333333333334,212000,Legends,LEG (C1),-27.3333333333334,Below S&P
Sunastian Falconer,LEG,uncommon,U1,$5.50,3.87,58000,Legends,LEG (U1),-29.636363636363633,Below S&P
Sword of the Ages,LEG,rare,R,$12.00,87.34333333333333,19500,Legends,LEG (R),627.8611111111109,Below S&P
Sylvan Library,LEG,uncommon,U1,$4.00,148.26,58000,Legends,LEG (U1),3606.5,Beat S&P
Sylvan Paradise,LEG,uncommon,U1,$4.00,11.37,58000,Legends,LEG (U1),184.24999999999997,Below S&P
Syphon Soul,LEG,common,C2,$0.88,0.35333333333333333,424000,Legends,LEG (C2),-59.848484848484894,Below S&P
Takklemaggot,LEG,uncommon,U1,$3.50,3.1633333333333336,58000,Legends,LEG (U1),-9.619047619047715,Below S&P
Telekinesis,LEG,rare,R,$8.75,37.21333333333333,19500,Legends,LEG (R),325.2952380952377,Below S&P
Teleport,LEG,rare,R,$9.50,7.6033333333333335,19500,Legends,LEG (R),-19.964912280701792,Below S&P
Tempest Efreet,LEG,rare,R,$8.00,9.93,19500,Legends,LEG (R),24.124999999999996,Below S&P
Tetsuo Umezawa,LEG,rare,R,$12.00,58.765,19500,Legends,LEG (R),389.7083333333333,Below S&P
The Abyss,LEG,rare,R,$10.00,775.5366666666666,19500,Legends,LEG (R),7655.36666666667,Beat S&P
The Brute,LEG,common,C1,$0.75,0.3333333333333333,212000,Legends,LEG (C1),-55.5555555555556,Below S&P
The Lady of the Mountain,LEG,uncommon,U1,$5.00,3.533333333333333,58000,Legends,LEG (U1),-29.3333333333334,Below S&P
The Tabernacle at Pendrell Vale,LEG,rare,R,$10.00,2802,19500,Legends,LEG (R),27920,Beat S&P
The Wretched,LEG,rare,R,$12.00,29.490000000000002,19500,Legends,LEG (R),145.74999999999997,Below S&P
Thunder Spirit,LEG,rare,R,$10.00,101.99000000000001,19500,Legends,LEG (R),919.9,Below S&P
Time Elemental,LEG,rare,R,$10.00,25.34,19500,Legends,LEG (R),153.4,Below S&P
Tobias Andrion,LEG,uncommon,U1,$5.00,1.3800000000000001,58000,Legends,LEG (U1),-72.39999999999999,Below S&P
Tolaria,LEG,uncommon,U2,$3.50,5.726666666666667,116000,Legends,LEG (U2),63.61904761904772,Below S&P
Tor Wauki,LEG,uncommon,U1,$5.50,1.9533333333333334,58000,Legends,LEG (U1),-64.48484848484854,Below S&P
Torsten Von Ursus,LEG,uncommon,U1,$4.50,2.2933333333333334,58000,Legends,LEG (U1),-49.03703703703711,Below S&P
Touch of Darkness,LEG,uncommon,U1,$3.50,10.636666666666667,58000,Legends,LEG (U1),203.90476190476286,Below S&P
Transmutation,LEG,common,C1,$1.00,0.48,212000,Legends,LEG (C1),-52,Below S&P
Triassic Egg,LEG,rare,R,$10.00,9.256666666666668,19500,Legends,LEG (R),-7.433333333333306,Below S&P
Tuknir Deathlock,LEG,rare,R,$10.00,16.086666666666666,19500,Legends,LEG (R),60.866666666667015,Below S&P
Tundra Wolves,LEG,common,C2,$0.55,0.51,424000,Legends,LEG (C2),-7.272727272727278,Below S&P
Typhoon,LEG,rare,R,$8.75,16.513333333333335,19500,Legends,LEG (R),88.72380952380914,Below S&P
Undertow,LEG,uncommon,U1,$3.00,1.2433333333333334,58000,Legends,LEG (U1),-58.555555555555664,Below S&P
Underworld Dreams,LEG,uncommon,U1,$7.00,82.66666666666666,58000,Legends,LEG (U1),1080.9523809523814,Below S&P
Unholy Citadel,LEG,uncommon,U1,$3.00,4.523333333333333,58000,Legends,LEG (U1),50.777777777777665,Below S&P
Untamed Wilds,LEG,uncommon,U1,$3.50,3.4033333333333333,58000,Legends,LEG (U1),-2.761904761904851,Below S&P
Urborg,LEG,uncommon,U2,$10.00,14.686666666666666,116000,Legends,LEG (U2),46.866666666666994,Below S&P
Ur-Drago,LEG,rare,R,$3.00,13.493333333333334,19500,Legends,LEG (R),349.7777777777767,Below S&P
Vaevictis Asmadi,LEG,rare,R,$20.00,26.296666666666667,19500,Legends,LEG (R),31.483333333333498,Below S&P
Vampire Bats,LEG,common,C2,$0.50,0.38,424000,Legends,LEG (C2),-24,Below S&P
Venarian Gold,LEG,common,C1,$1.00,0.4666666666666667,212000,Legends,LEG (C1),-53.3333333333333,Below S&P
Visions,LEG,uncommon,U1,$3.50,2.3866666666666667,58000,Legends,LEG (U1),-31.80952380952372,Below S&P
Voodoo Doll,LEG,rare,R,$9.00,7.7700000000000005,19500,Legends,LEG (R),-13.666666666666671,Below S&P
Walking Dead,LEG,common,C1,$0.60,0.8466666666666667,212000,Legends,LEG (C1),41.11111111111118,Below S&P
Wall of Caltrops,LEG,common,C1,$1.00,0.6933333333333334,212000,Legends,LEG (C1),-30.666666666666696,Below S&P
Wall of Dust,LEG,uncommon,U1,$3.00,2.046666666666667,58000,Legends,LEG (U1),-31.777777777777665,Below S&P
Wall of Earth,LEG,common,C,$0.75,0.36333333333333334,NA,Legends,LEG (C),-51.5555555555556,Below S&P
Wall of Heat,LEG,common,C1,$1.00,0.3466666666666667,212000,Legends,LEG (C1),-65.3333333333333,Below S&P
Wall of Light,LEG,uncommon,U1,$3.50,3.81,58000,Legends,LEG (U1),8.85714285714286,Below S&P
Wall of Opposition,LEG,rare,R,$8.50,6.943333333333333,19500,Legends,LEG (R),-18.31372549019612,Below S&P
Wall of Putrid Flesh,LEG,uncommon,U1,$4.00,3.0366666666666666,58000,Legends,LEG (U1),-24.083333333333247,Below S&P
Wall of Shadows,LEG,common,C2,$1.00,0.3333333333333333,424000,Legends,LEG (C2),-66.6666666666667,Below S&P
Wall of Tombstones,LEG,uncommon,U1,$4.00,3.816666666666667,58000,Legends,LEG (U1),-4.58333333333325,Below S&P
Wall of Vapor,LEG,common,C2,$0.75,0.31666666666666665,424000,Legends,LEG (C2),-57.777777777777736,Below S&P
Wall of Wonder,LEG,uncommon,U1,$4.00,1.95,58000,Legends,LEG (U1),-51.24999999999999,Below S&P
Whirling Dervish,LEG,uncommon,U1,$4.50,17.54,58000,Legends,LEG (U1),289.77777777777777,Below S&P
White Mana Battery,LEG,uncommon,U1,$6.00,3.5233333333333334,58000,Legends,LEG (U1),-41.277777777777835,Below S&P
Willow Satyr,LEG,rare,R,$10.00,64.00999999999999,19500,Legends,LEG (R),540.1,Below S&P
Winds of Change,LEG,uncommon,U1,$4.00,20.036666666666665,58000,Legends,LEG (U1),400.91666666666754,Below S&P
Winter Blast,LEG,rare,R,$10.00,16.87333333333333,19500,Legends,LEG (R),68.733333333333,Below S&P
Wolverine Pack,LEG,common,C2,$0.70,0.32666666666666666,424000,Legends,LEG (C2),-53.333333333333286,Below S&P
Wood Elemental,LEG,rare,R,$7.50,14.283333333333333,19500,Legends,LEG (R),90.44444444444399,Below S&P
Xira Arien,LEG,rare,R,$10.00,20.183333333333334,19500,Legends,LEG (R),101.83333333333302,Below S&P
Zephyr Falcon,LEG,common,C2,$0.63,0.43333333333333335,424000,Legends,LEG (C2),-31.216931216931272,Below S&P
Amnesia,DRK,uncommon,U2,$3.75,1.555,256000,The Dark,DRK (U2),-58.53333333333334,Below S&P
Angry Mob,DRK,uncommon,U2,$4.25,0.65,256000,The Dark,DRK (U2),-84.70588235294117,Below S&P
Apprentice Wizard,DRK,rare,U1,$5.00,4.233333333333333,128000,The Dark,DRK (U1),-15.333333333333405,Below S&P
Ashes to Ashes,DRK,common,C3,$0.50,0.5966666666666667,384500,The Dark,DRK (C3),19.333333333333403,Below S&P
Ball Lightning,DRK,rare,U1,$8.00,33.81666666666667,128000,The Dark,DRK (U1),322.7083333333337,Below S&P
Banshee,DRK,uncommon,U2,$3.00,0.9166666666666667,256000,The Dark,DRK (U2),-69.44444444444443,Below S&P
Barl's Cage,DRK,rare,U1,$6.00,2.225,128000,The Dark,DRK (U1),-62.916666666666664,Below S&P
Blood Moon,DRK,rare,U1,$7.00,68.90666666666667,128000,The Dark,DRK (U1),884.3809523809527,Below S&P
Blood of the Martyr,DRK,uncommon,U2,$3.00,0.8200000000000001,256000,The Dark,DRK (U2),-72.66666666666667,Below S&P
Bog Imp,DRK,common,C3,$0.50,0.2866666666666667,384500,The Dark,DRK (C3),-42.6666666666666,Below S&P
Bog Rats,DRK,common,C3,$0.50,0.31,384500,The Dark,DRK (C3),-38,Below S&P
Bone Flute,DRK,uncommon,U2,$2.00,0.5133333333333333,256000,The Dark,DRK (U2),-74.33333333333336,Below S&P
Book of Rass,DRK,uncommon,U2,$2.00,0.6433333333333333,256000,The Dark,DRK (U2),-67.83333333333334,Below S&P
Brainwash,DRK,common,C3,$0.40,0.25666666666666665,384500,The Dark,DRK (C3),-35.83333333333326,Below S&P
Brothers of Fire,DRK,uncommon,U2,$2.50,0.6466666666666666,256000,The Dark,DRK (U2),-74.13333333333331,Below S&P
Carnivorous Plant,DRK,common,C3,$0.50,0.24,384500,The Dark,DRK (C3),-52,Below S&P
Cave People,DRK,uncommon,U2,$3.00,0.455,256000,The Dark,DRK (U2),-84.83333333333333,Below S&P
City of Shadows,DRK,rare,U1,$5.00,41.17666666666667,128000,The Dark,DRK (U1),723.533333333334,Below S&P
Cleansing,DRK,rare,U1,$6.00,8.68,128000,The Dark,DRK (U1),44.66666666666666,Below S&P
Coal Golem,DRK,uncommon,U2,$3.00,0.5366666666666666,256000,The Dark,DRK (U2),-82.1111111111111,Below S&P
Curse Artifact,DRK,uncommon,U2,$2.00,0.6566666666666666,256000,The Dark,DRK (U2),-67.16666666666666,Below S&P
Dance of Many,DRK,rare,U1,$6.00,4.28,128000,The Dark,DRK (U1),-28.666666666666664,Below S&P
Dark Heart of the Wood,DRK,common,C3,$0.50,0.28,384500,The Dark,DRK (C3),-43.99999999999999,Below S&P
Dark Sphere,DRK,uncommon,U2,$4.00,6.156666666666666,256000,The Dark,DRK (U2),53.91666666666674,Below S&P
Deep Water,DRK,common,C3,$0.30,0.24333333333333332,384500,The Dark,DRK (C3),-18.888888888888992,Below S&P
Diabolic Machine,DRK,uncommon,U2,$3.00,0.47333333333333333,256000,The Dark,DRK (U2),-84.22222222222223,Below S&P
Drowned,DRK,common,C3,$0.30,0.24,384500,The Dark,DRK (C3),-20,Below S&P
Dust to Dust,DRK,common,C3,$0.45,8.3966666666666665,384500,The Dark,DRK (C3),1765.9259259259265,Below S&P
Eater of the Dead,DRK,uncommon,U2,$4.00,4.34,256000,The Dark,DRK (U2),8.499999999999996,Below S&P
Electric Eel,DRK,uncommon,U2,$2.25,0.6533333333333333,256000,The Dark,DRK (U2),-70.96296296296299,Below S&P
Elves of Deep Shadow,DRK,uncommon,U2,$3.00,16.886666666666667,256000,The Dark,DRK (U2),462.88888888888994,Below S&P
Erosion,DRK,common,C3,$0.30,0.23666666666666666,384500,The Dark,DRK (C3),-21.111111111110997,Below S&P
Eternal Flame,DRK,rare,U1,$5.00,3.4400000000000004,128000,The Dark,DRK (U1),-31.2,Below S&P
Exorcist,DRK,rare,U1,$8.00,7.683333333333334,128000,The Dark,DRK (U1),-3.958333333333375,Below S&P
Fasting,DRK,uncommon,U2,$2.50,0.5433333333333333,256000,The Dark,DRK (U2),-78.26666666666668,Below S&P
Fellwar Stone,DRK,uncommon,U2,$4.00,14.055,256000,The Dark,DRK (U2),251.375,Below S&P
Festival,DRK,common,C3,$0.50,0.3333333333333333,384500,The Dark,DRK (C3),-33.33333333333341,Below S&P
Fire and Brimstone,DRK,uncommon,U2,$2.50,0.505,256000,The Dark,DRK (U2),-79.80000000000001,Below S&P
Fire Drake,DRK,uncommon,U2,$3.00,0.6599999999999999,256000,The Dark,DRK (U2),-77.99999999999999,Below S&P
Fissure,DRK,common,C3,$0.45,0.29666666666666663,384500,The Dark,DRK (C3),-34.074074074074,Below S&P
Flood,DRK,uncommon,U2,$2.75,1.1733333333333333,256000,The Dark,DRK (U2),-57.33333333333346,Below S&P
Fountain of Youth,DRK,uncommon,U2,$3.00,1.8266666666666667,256000,The Dark,DRK (U2),-39.111111111111,Below S&P
Fountain of Youth,DRK,uncommon,U2,$3.00,3.36,256000,The Dark,DRK (U2),11.999999999999995,Below S&P
Frankenstein's Monster,DRK,rare,U1,$8.00,6.336666666666667,128000,The Dark,DRK (U1),-20.79166666666663,Below S&P
Gaea's Touch,DRK,common,C3,$0.40,2.283333333333333,384500,The Dark,DRK (C3),470.8333333333325,Below S&P
Gaea's Touch,DRK,common,C3,$0.40,8.129999999999999,384500,The Dark,DRK (C3),1932.5,Below S&P
Ghost Ship,DRK,common,C3,$0.50,0.29333333333333333,384500,The Dark,DRK (C3),-41.3333333333334,Below S&P
Giant Shark,DRK,common,C3,$0.50,0.3,384500,The Dark,DRK (C3),-40,Below S&P
Goblin Caves,DRK,common,C3,$0.50,0.8150000000000001,384500,The Dark,DRK (C3),62.999999999999986,Below S&P
Goblin Digging Team,DRK,common,C3,$0.40,0.2633333333333333,384500,The Dark,DRK (C3),-34.166666666666764,Below S&P
Goblin Hero,DRK,common,C3,$0.45,0.24666666666666665,384500,The Dark,DRK (C3),-45.18518518518511,Below S&P
Goblin Rock Sled,DRK,common,C3,$0.40,0.24,384500,The Dark,DRK (C3),-40.00000000000001,Below S&P
Goblin Shrine,DRK,common,C3,$0.50,0.30333333333333334,384500,The Dark,DRK (C3),-39.3333333333334,Below S&P
Goblin Wizard,DRK,rare,U1,$6.25,61.11,128000,The Dark,DRK (U1),877.76,Below S&P
Goblins of the Flarg,DRK,common,C3,$0.40,0.3,384500,The Dark,DRK (C3),-25.000000000000007,Below S&P
Grave Robbers,DRK,rare,U1,$6.00,2.96,128000,The Dark,DRK (U1),-50.66666666666667,Below S&P
